order_id,order_date,Name,Product,sale_price,quantity
1928,14-08-2023,Kalle Suominen,Paper,86.4,2
1929,04-06-2023,Diego Freyre,Paper,9.7,1
1930,19-02-2022,Valarie Nelson,Storage,47.5,1
1931,07-09-2022,Frederique Citeaux,Phones,627,3
1932,28-06-2023,Georg Pipps,Phones,264.6,1
1933,15-05-2022,Giovanni Rovelli,Bookcases,145.5,3
1934,12-04-2022,Georg Pipps,Furnishings,19.6,5
1935,07-02-2022,Dan Lewis,Paper,232.8,5
1936,04-10-2022,Wing C Tam,Accessories,166.6,8
1937,28-03-2023,Matti Karttunen,Furnishings,9.6,3
1938,08-04-2022,Juri Hirano,Binders,19.4,2
1939,04-06-2022,Annette Roulet,Storage,28.5,7
1940,13-11-2023,Arnold Cruz,Binders,9.7,4
1941,03-01-2022,Mory Kentary,Chairs,627,3
1942,04-03-2023,Valarie Thompson,Labels,48,4
1943,01-03-2022,Elizabeth Lincoln,Storage,29.1,2
1944,20-05-2022,Sue Frick,Scotch Tape,0,0
1945,22-11-2023,Diego Freyre,Accessories,96,4
1946,23-10-2022,Janine Labrune,Paper,9.8,2
1947,18-11-2022,Jan Klaeboe,Art,19.2,2
1948,20-08-2023,Michael Donnermeyer,Furnishings,9.6,2
1949,20-11-2022,Steve Frick,Tables,242.5,1
1950,03-04-2023,Helen Bennett,Appliances,9.5,1
1951,04-10-2022,Giovanni Rovelli,Binders,29.1,8
1952,29-04-2022,Akiko Shimamura,Phones,192,3
1953,21-03-2022,Ann Brown,Labels,19.6,6
1954,11-05-2023,Adrian Huxley,Chairs,1241.6,5
1955,24-05-2023,Pirkko Koskitalo,Scotch Tape,0,0
1956,02-03-2023,Diego Freyre,Accessories,235.2,2
1957,08-02-2023,Paul Henriot,Accessories,163.2,3
1958,02-05-2023,William Brown,Paper,19.6,4
1959,05-01-2023,Maurizio Moroni,Binders,19.6,3
1960,21-01-2023,Valarie Young,Appliances,29.4,3
1961,23-12-2022,Victoria Ashworth,Accessories,285,5
1962,19-10-2022,Sue King,Accessories,105.6,6
1963,05-04-2023,Sue Taylor,Binders,9.8,3
1964,05-09-2023,Giovanni Rovelli,Paper,19.6,5
1965,10-06-2022,Valarie Nelson,Storage,284.2,3
1966,22-07-2022,Sean Connery,Appliances,19.2,2
1967,04-04-2022,Jeff Young,Phones,266,3
1968,18-10-2022,Mart¡n Sommer,Supplies,66.5,5
1969,11-01-2023,Mary Saveley,Paper,161.5,3
1970,02-06-2022,Kee Kuo,Accessories,278.4,4
1971,20-12-2022,Paolo Accorti,Art,9.5,3
1972,25-06-2023,Wendy Victorino,Accessories,397.7,7
1973,30-04-2023,Jose Pedro Roel,Binders,9.6,4
1974,05-02-2022,Valarie Nelson,Scotch Tape,0,0
1975,21-06-2023,Victoria Ashworth,Accessories,39.2,3
1976,05-07-2023,Sue King,Storage,274.4,3
1977,27-09-2022,Valarie Nelson,Phones,1320.5,5
1978,05-06-2023,Diego Freyre,Chairs,539,6
1979,05-01-2022,Akiko Shimamura,Art,9.8,2
1980,18-07-2022,Adrian Huxley,Chairs,892.8,4
1981,28-09-2023,Diego Freyre,Storage,38,4
1982,17-01-2022,Maria Hernandez,Scotch Tape,0,0
1983,27-03-2022,Jeff Young,Phones,465.6,4
1984,22-05-2023,Kalle Suominen,Appliances,307.2,6
1985,01-07-2022,Tony Calaghan,Furnishings,19.6,3
1986,16-06-2022,Eric Natividad,Paper,29.4,4
1987,20-10-2023,Maurizio Moroni,Copiers,1368,4
1988,14-04-2022,Jose Pedro Roel,Binders,19.4,3
1989,09-02-2023,Steve Frick,Tables,969,7
1990,29-01-2022,Valarie Franco,Envelopes,28.8,3
1991,17-04-2022,Dean Cassidy,Paper,19,3
1992,16-07-2023,Roland Keitel,Scotch Tape,0,0
1993,04-11-2022,Diego Freyre,Labels,68.6,6
1994,05-11-2023,Valarie Nelson,Art,9.7,2
1995,22-11-2022,Valarie Nelson,Fasteners,9.6,3
1996,25-01-2023,Kwai Yu,Appliances,281.3,5
1997,03-08-2022,Marta Hernandez,Furnishings,9.7,4
1998,27-05-2023,Palle Ibsen,Labels,19,4
1999,06-09-2022,Jonas Bergulfsen,Phones,156.8,1
2000,17-04-2023,Marie Bertrand,Phones,135.8,5
2001,20-12-2023,Jeff Young,Accessories,196,5
2002,29-10-2022,Paul Henriot,Art,38.8,7
2003,16-07-2022,Valarie Nelson,Storage,97,3
2004,11-09-2022,Diego Freyre,Chairs,285,5
2005,02-07-2023,Diego Freyre,Binders,9.6,3
2006,08-03-2022,Diego Freyre,Art,28.5,7
2007,05-11-2023,Jonas Bergulfsen,Accessories,47.5,7
2008,16-10-2023,Mart¡n Sommer,Bookcases,172.8,2
2009,19-12-2023,Adrian Huxley,Scotch Tape,0,0
2010,10-03-2023,Sue Taylor,Appliances,323.4,2
2011,10-07-2022,Maria Hernandez,Paper,19.6,4
2012,16-06-2022,Giovanni Rovelli,Accessories,153.6,2
2013,12-03-2023,Francisca Cervantes,Storage,48.5,3
2014,10-08-2022,Sean Connery,Chairs,339.5,1
2015,25-09-2023,Yoshi Tannamuri,Paper,9.6,2
2016,06-09-2023,Steve Thompson,Storage,864,4
2017,17-01-2023,Kyung Tseng,Binders,19.2,2
2018,05-05-2022,Diego Freyre,Labels,9.7,2
2019,04-02-2023,Sue Frick,Supplies,29.4,4
2020,17-04-2023,Georg Pipps,Paper,38.4,6
2021,04-07-2023,Paolo Accorti,Storage,1577.8,9
2022,26-06-2023,Leslie Taylor,Paper,19,3
2023,01-11-2023,Daniel Tonini,Binders,49,3
2024,23-12-2022,Valarie Nelson,Chairs,826.5,4
2025,22-07-2022,Michael Frick,Binders,232.8,5
2026,11-12-2023,Mart¡n Sommer,Bookcases,137.2,2
2027,28-02-2022,Diego Freyre,Binders,29.4,2
2028,01-02-2023,Allen Nelson,Binders,67.9,4
2029,20-02-2023,Valarie Nelson,Binders,9.6,3
2030,12-05-2023,Catherine Dewey,Storage,97,5
2031,09-04-2023,Giovanni Rovelli,Binders,58.2,4
2032,05-10-2023,Peter Ferguson,Paper,9.8,3
2033,19-07-2022,Diego Freyre,Paper,9.6,2
2034,24-11-2023,Julie Young,Art,9.5,1
2035,14-06-2022,Juri Hirano,Binders,9.7,2
2036,27-01-2023,Mory Kentary,Chairs,256.5,3
2037,12-06-2022,Peter Ferguson,Paper,29.1,3
2038,12-12-2022,Elizabeth Lincoln,Labels,9.7,2
2039,01-12-2022,Sue Frick,Paper,9.7,3
2040,26-12-2023,Julie King,Scotch Tape,0,0
2041,02-11-2023,Janine Labrune,Binders,9.6,2
2042,04-08-2023,Jan Klaeboe,Furnishings,76,5
2043,13-09-2023,Dean Cassidy,Binders,58.8,6
2044,25-06-2023,Steve Frick,Art,38.8,7
2045,12-02-2023,Juri Hirano,Paper,19.2,3
2046,19-10-2023,Giovanni Rovelli,Appliances,153.6,2
2047,12-12-2023,Eduardo Saavedra,Phones,576,3
2048,10-06-2023,Dan Lewis,Paper,57.6,1
2049,12-02-2022,Adrian Huxley,Furnishings,284.2,7
2050,07-02-2023,Janine Labrune,Scotch Tape,0,0
2051,13-05-2023,Diego Freyre,Binders,9.6,4
2052,31-12-2022,Paul Henriot,Chairs,326.4,8
2053,12-12-2023,William Brown,Art,9.7,5
2054,30-01-2022,Maurizio Moroni,Furnishings,28.5,6
2055,19-03-2022,Arnold Cruz,Furnishings,19.2,3
2056,03-03-2022,Laurence Lebihan,Accessories,192,5
2057,03-09-2023,Valarie Nelson,Chairs,1542.3,7
2058,12-04-2023,Allen Nelson,Accessories,76.8,1
2059,22-12-2023,Anna O'Hara,Tables,393.6,2
2060,06-05-2022,Martine Rance,Fasteners,9.7,3
2061,02-05-2022,Henriette Pfalzheim,Storage,76,5
2062,22-01-2022,Dominique Perrier,Binders,19.6,2
2063,17-01-2023,Michael Holz,Paper,57,13
2064,22-11-2023,Jytte Petersen,Binders,19,3
2065,31-03-2022,Dominique Perrier,Storage,397.7,4
2066,02-01-2022,Juri Yoshido,Chairs,147,3
2067,04-05-2022,Miguel Barajas,Accessories,242.5,9
2068,01-09-2022,Michael Holz,Art,9.7,3
2069,11-06-2023,Matti Karttunen,Accessories,192,4
2070,09-09-2023,Henriette Pfalzheim,Tables,688.7,3
2071,02-07-2022,Kee Kuo,Scotch Tape,0,0
2072,12-02-2023,Rosa Hernandez,Chairs,268.8,5
2073,04-04-2023,Paul Henriot,Binders,9.5,2
2074,25-04-2022,Diego Freyre,Accessories,58.8,3
2075,02-10-2023,Kalle Suominen,Phones,744.8,7
2076,15-09-2023,Diego Freyre,Furnishings,58.2,3
2077,04-01-2023,Valarie Nelson,Paper,38.4,5
2078,18-07-2023,Jonas Bergulfsen,Appliances,87.3,7
2079,07-04-2023,Marie Bertrand,Paper,86.4,5
2080,19-01-2023,Mart¡n Sommer,Paper,105.6,7
2081,25-10-2023,Juri Hirano,Phones,107.8,2
2082,05-08-2022,Pirkko Koskitalo,Furnishings,9.7,2
2083,17-03-2022,Roland Mendel,Paper,38.4,6
2084,22-02-2023,Ann Brown,Labels,19.6,2
2085,12-09-2023,Jose Pedro Roel,Labels,115.2,4
2086,28-12-2023,Mary Saveley,Labels,19.2,5
2087,09-07-2022,Valarie Franco,Storage,304,5
2088,16-11-2023,Wendy Victorino,Paper,144,3
2089,27-04-2022,Valarie Nelson,Scotch Tape,0,0
2090,12-02-2023,Leslie Murphy,Labels,9.8,2
2091,31-10-2022,Wendy Victorino,Binders,28.8,3
2092,21-09-2023,Adrian Huxley,Tables,303.8,3
2093,09-06-2022,Kyung Yu,Chairs,465.6,5
2094,27-06-2022,Maria Larsson,Supplies,9.7,1
2095,08-08-2023,Marta Hernandez,Art,9.7,5
2096,25-10-2023,Yoshi Tannamuri,Binders,484.5,8
2097,28-11-2022,Michael Frick,Art,86.4,4
2098,26-04-2022,Valarie Nelson,Art,9.8,3
2099,02-04-2023,Mart¡n Sommer,Storage,38.8,3
2100,30-08-2023,Diego Freyre,Accessories,271.6,7
2101,03-03-2022,Valarie Nelson,Storage,627.2,3
2102,21-11-2022,Valarie Nelson,Art,77.6,4
2103,04-09-2022,Jean Fresnisre,Chairs,252.2,4
2104,23-10-2023,Janine Labrune,Paper,209,4
2105,26-12-2023,Kwai Yu,Accessories,29.1,2
2106,01-07-2022,Peter Ferguson,Paper,19.6,3
2107,30-11-2022,Diego Freyre,Scotch Tape,0,0
2108,02-03-2022,Julie Young,Paper,19.2,1
2109,09-12-2022,Juri Hirano,Binders,388,3
2110,08-05-2022,Veysel Oeztan,Art,9.8,3
2111,25-07-2023,Mory Kentary,Fasteners,19.6,5
2112,09-09-2022,Peter Ferguson,Chairs,313.6,4
2113,13-11-2022,Elizabeth Lincoln,Supplies,28.8,3
2114,14-11-2022,Sue Frick,Phones,1261,4
2115,19-06-2023,Julie King,Storage,48,2
2116,03-10-2023,Janine Labrune,Bookcases,421.4,1
2117,18-09-2022,Marta Hernandez,Tables,203.7,1
2118,24-11-2023,Dean Cassidy,Paper,153.6,7
2119,12-06-2023,Steve Frick,Paper,9.5,1
2120,06-04-2023,Kyung Yu,Binders,873,5
2121,20-09-2023,Kwai Yu,Scotch Tape,0,0
2122,04-02-2022,Eduardo Saavedra,Chairs,209,3
2123,16-12-2023,Dan Lewis,Bookcases,232.8,2
2124,29-09-2022,Kalle Suominen,Labels,29.4,9
2125,08-08-2023,Janine Labrune,Envelopes,97,5
2126,09-08-2022,Eric Natividad,Phones,58.2,7
2127,04-02-2023,William Brown,Accessories,87.3,3
2128,13-11-2023,Maurizio Moroni,Furnishings,58.2,3
2129,06-10-2022,Arnold Cruz,Paper,19.2,4
2130,03-06-2023,Laurence Lebihan,Appliances,29.4,4
2131,16-02-2023,Valarie Nelson,Art,38.8,9
2132,24-03-2022,Julie Young,Furnishings,133,7
2133,04-10-2023,Anna O'Hara,Paper,19.4,3
2134,02-02-2022,Martine Rance,Binders,147,3
2135,13-01-2023,Diego Freyre,Fasteners,9.5,7
2136,09-11-2023,Dominique Perrier,Phones,87.3,4
2137,05-03-2023,Martine Rance,Furnishings,9.6,5
2138,29-06-2022,Michael Frick,Scotch Tape,0,0
2139,11-08-2023,Dominique Perrier,Paper,142.5,3
2140,29-07-2023,Juri Yoshido,Binders,145.5,9
2141,06-11-2023,Miguel Barajas,Supplies,19.6,2
2142,26-08-2022,Marta Hernandez,Tables,960.3,3
2143,15-04-2022,Matti Karttunen,Paper,28.5,6
2144,14-01-2023,Henriette Pfalzheim,Phones,19.4,2
2145,02-08-2022,Kee Kuo,Fasteners,19.4,7
2146,07-01-2022,Rosa Hernandez,Chairs,403.2,3
2147,09-07-2023,Paul Henriot,Binders,38.8,4
2148,18-03-2022,Diego Freyre,Storage,242.5,6
2149,02-04-2022,Laurence Lebihan,Furnishings,38.4,1
2150,31-05-2022,Diego Freyre,Phones,76.8,5
2151,23-03-2023,Valarie Nelson,Chairs,223.1,3
2152,11-10-2022,Elizabeth Devon,Accessories,106.7,7
2153,09-03-2023,Diego Freyre,Paper,9.5,3
2154,01-03-2023,Marie Bertrand,Binders,9.8,2
2155,02-05-2022,Jeff Young,Furnishings,19,3
2156,20-05-2022,Kalle Suominen,Fasteners,19,6
2157,20-01-2023,Pirkko Koskitalo,Storage,480,3
2158,13-07-2022,Eric Natividad,Storage,155.2,3
2159,12-10-2022,Ann Brown,Art,19.6,4
2160,30-03-2022,Jose Pedro Roel,Binders,9.8,3
2161,11-11-2022,Steve Frick,Furnishings,76.8,1
2162,20-08-2023,Valarie Franco,Art,28.5,1
2163,14-10-2022,Sue Taylor,Paper,300.7,3
2164,03-01-2023,Valarie Nelson,Accessories,180.5,3
2165,01-04-2022,Diego Freyre,Paper,9.8,2
2166,23-07-2023,Wendy Victorino,Furnishings,137.2,5
2167,05-12-2022,Valarie Nelson,Art,19.2,1
2168,12-11-2023,Kyung Yu,Binders,9.5,7
2169,22-08-2023,Kwai Yu,Art,9.5,3
2170,03-10-2023,Marta Hernandez,Accessories,67.9,3
2171,30-07-2022,Yoshi Tannamuri,Phones,107.8,3
2172,17-09-2023,Jonas Bergulfsen,Chairs,297.6,2
2173,17-06-2022,Valarie Nelson,Binders,19.4,3
2174,01-10-2022,Jeff Young,Binders,9.6,3
2175,15-04-2022,Paul Henriot,Storage,58.2,4
2176,28-07-2022,Valarie Nelson,Paper,49,2
2177,24-08-2023,Diego Freyre,Paper,58.8,9
2178,04-02-2023,Diego Freyre,Binders,38,5
2179,11-06-2023,Diego Freyre,Paper,66.5,8
2180,03-05-2022,Janine Labrune,Binders,88.2,7
2181,20-06-2022,Diego Freyre,Labels,38,3
2182,11-06-2022,Pascale Cartrain,Chairs,418,4
2183,28-02-2023,Jeff Young,Machines,3840,5
2184,22-11-2023,Valarie Nelson,Accessories,190,5
2185,19-11-2022,Tony Calaghan,Furnishings,57,8
2186,17-06-2022,Eric Natividad,Binders,48,2
2187,29-04-2022,Maurizio Moroni,Accessories,29.1,2
2188,03-01-2022,Jose Pedro Roel,Envelopes,68.6,6
2189,26-06-2022,Steve Frick,Furnishings,116.4,2
2190,12-04-2023,Valarie Franco,Phones,1406.5,9
2191,30-01-2022,Dean Cassidy,Appliances,57,3
2192,24-04-2022,Roland Keitel,Binders,145.5,3
2193,29-08-2022,Kalle Suominen,Appliances,67.2,3
2194,20-02-2022,Kyung Yu,Paper,115.2,4
2195,29-07-2023,Valarie Nelson,Appliances,38.8,3
2196,10-06-2023,Kwai Yu,Accessories,38.8,5
2197,13-04-2022,Victoria Ashworth,Scotch Tape,0,0
2198,17-03-2023,Palle Ibsen,Art,9.5,3
2199,15-12-2022,Jonas Bergulfsen,Paper,19.4,3
2200,23-02-2023,Marie Bertrand,Paper,9.8,1
2201,18-02-2023,Diego Freyre,Furnishings,19.2,6
2202,19-11-2022,Paul Henriot,Phones,862.4,7
2203,12-05-2022,Valarie Nelson,Binders,9.5,2
2204,13-05-2023,Diego Freyre,Furnishings,180.5,3
2205,13-08-2023,Diego Freyre,Furnishings,19.4,1
2206,31-03-2023,Julie King,Art,67.2,3
2207,02-11-2022,Jonas Bergulfsen,Binders,29.4,7
2208,30-06-2022,Valarie Nelson,Phones,38.4,4
2209,13-11-2023,Mart¡n Sommer,Art,19,4
2210,09-03-2023,Juri Hirano,Phones,796.8,7
2211,23-03-2022,Eric Natividad,Binders,38,10
2212,26-12-2022,Roland Mendel,Appliances,161.5,6
2213,23-03-2023,Ann Brown,Furnishings,28.5,1
2214,18-05-2022,Francisca Cervantes,Scotch Tape,0,0
2215,26-05-2023,Mary Saveley,Binders,57.6,13
2216,12-06-2022,Yoshi Tannamuri,Appliances,232.8,2
2217,04-03-2023,Wendy Victorino,Chairs,107.8,4
2218,25-08-2023,Valarie Nelson,Scotch Tape,0,0
2219,22-02-2022,Leslie Murphy,Binders,9.5,4
2220,29-11-2022,Akiko Shimamura,Storage,9.6,1
2221,04-09-2023,Adrian Huxley,Phones,1115.5,4
2222,23-10-2022,Kyung Yu,Phones,465.5,2
2223,21-12-2022,Maria Larsson,Art,38.8,8
2224,30-11-2022,Daniel Tonini,Chairs,67.2,1
2225,13-05-2022,Yoshi Tannamuri,Paper,48.5,3
2226,02-02-2022,Michael Frick,Bookcases,68.6,1
2227,27-08-2022,Mart¡n Sommer,Scotch Tape,0,0
2228,23-05-2023,Diego Freyre,Phones,117.6,1
2229,03-04-2022,Anna O'Hara,Tables,320.1,1
2230,25-01-2022,Valarie Nelson,Binders,649.9,2
2231,28-05-2023,Jean Fresnisre,Appliances,48,2
2232,25-07-2022,Diego Freyre,Furnishings,514.1,5
2233,05-07-2023,Giovanni Rovelli,Storage,223.1,5
2234,16-12-2022,Peter Ferguson,Phones,304,4
2235,11-07-2023,Diego Freyre,Accessories,203.7,7
2236,20-02-2023,Pascale Cartrain,Storage,184.3,2
2237,11-04-2022,Juri Hirano,Art,19.2,8
2238,14-02-2022,Mory Kentary,Supplies,39.2,5
2239,13-01-2022,Peter Ferguson,Furnishings,38.4,2
2240,22-12-2022,Elizabeth Lincoln,Binders,989.4,1
2241,12-07-2022,Sue Frick,Binders,39.2,7
2242,01-02-2022,Diego Freyre,Phones,465.5,3
2243,04-01-2023,Janine Labrune,Storage,58.8,2
2244,28-06-2023,Jan Klaeboe,Art,9.7,2
2245,28-06-2022,Dean Cassidy,Fasteners,9.8,2
2246,29-05-2023,Steve Frick,Appliances,9.8,1
2247,28-10-2022,Helen Bennett,Phones,646.8,3
2248,25-07-2022,Giovanni Rovelli,Paper,9.6,2
2249,16-10-2022,Eduardo Saavedra,Binders,38.8,5
2250,29-03-2022,Dan Lewis,Binders,9.7,5
2251,11-11-2022,Adrian Huxley,Appliances,523.8,6
2252,26-09-2023,Janine Labrune,Paper,19,3
2253,19-08-2023,Violeta Benitez,Paper,134.4,3
2254,19-08-2022,Paul Henriot,Appliances,38,3
2255,08-01-2022,William Brown,Appliances,38.4,2
2256,19-02-2022,Maurizio Moroni,Phones,431.2,3
2257,02-01-2023,Arnold Cruz,Furnishings,107.8,2
2258,09-05-2023,Paul Henriot,Chairs,1161.6,7
2259,26-01-2023,Valarie Nelson,Paper,19,2
2260,07-05-2022,Julie Young,Fasteners,9.6,1
2261,02-08-2023,Anna O'Hara,Accessories,351.5,3
2262,15-09-2023,Martine Rance,Accessories,163.2,1
2263,22-07-2023,Diego Freyre,Bookcases,349.2,3
2264,16-05-2023,Dominique Perrier,Accessories,475,2
2265,02-11-2022,Martine Rance,Paper,9.6,1
2266,23-03-2022,Michael Frick,Binders,9.7,2
2267,14-05-2022,Dominique Perrier,Paper,9.6,2
2268,25-07-2023,Juri Yoshido,Paper,9.7,2
2269,30-10-2022,Miguel Barajas,Paper,9.5,1
2270,02-11-2022,Marta Hernandez,Binders,9.6,1
2271,07-07-2022,Matti Karttunen,Art,48,5
2272,12-02-2022,Jonas Bergulfsen,Storage,192,6
2273,29-01-2023,Kee Kuo,Furnishings,431.2,7
2274,19-09-2022,Rosa Hernandez,Copiers,1086.4,2
2275,30-08-2023,Georg Pipps,Tables,137.2,1
2276,22-12-2023,Diego Freyre,Chairs,117.6,3
2277,14-07-2022,Wing C Tam,Storage,294.5,5
2278,19-02-2023,Janine Labrune,Tables,86.4,1
2279,23-01-2023,Valarie Nelson,Accessories,213.4,4
2280,16-06-2023,Elizabeth Devon,Chairs,97,2
2281,14-02-2023,Giovanni Rovelli,Chairs,579.5,8
2282,13-12-2023,Peter Ferguson,Bookcases,190,2
2283,13-04-2022,Diego Freyre,Paper,48.5,7
2284,01-06-2023,Wing C Tam,Phones,19.4,2
2285,30-10-2023,Diego Freyre,Appliances,58.8,7
2286,25-10-2023,Juri Hirano,Paper,9.8,3
2287,28-07-2022,Steve Thompson,Appliances,39.2,2
2288,06-04-2022,Mory Kentary,Appliances,19.2,5
2289,20-06-2023,Peter Ferguson,Art,19,5
2290,12-05-2022,Elizabeth Lincoln,Tables,845.5,2
2291,30-07-2023,Sue Frick,Phones,275.5,3
2292,18-11-2023,Diego Freyre,Furnishings,570,6
2293,28-04-2023,Janine Labrune,Paper,9.8,2
2294,31-01-2023,Jan Klaeboe,Scotch Tape,0,0
2295,21-07-2023,Michael Donnermeyer,Furnishings,172.8,3
2296,20-12-2022,Steve Frick,Paper,9.5,4
2297,28-05-2023,Helen Bennett,Furnishings,249.6,5
2298,31-07-2022,Giovanni Rovelli,Phones,38.4,1
2299,15-07-2022,Eduardo Saavedra,Accessories,1344,7
2300,13-05-2023,Dan Lewis,Phones,480,4
2301,13-07-2022,Adrian Huxley,Binders,9.8,3
2302,28-11-2023,Janine Labrune,Binders,9.6,4
2303,23-04-2023,Violeta Benitez,Accessories,307.2,4
2304,08-07-2022,Paul Henriot,Chairs,705.6,4
2305,06-10-2023,William Brown,Paper,105.6,3
2306,02-10-2023,Maurizio Moroni,Bookcases,134.4,2
2307,18-10-2022,Diego Freyre,Paper,28.8,3
2308,24-09-2023,Maria Hernandez,Accessories,378.3,5
2309,22-11-2023,Jeff Young,Chairs,268.8,1
2310,06-12-2022,Kalle Suominen,Storage,68.6,4
2311,16-07-2023,Pirkko Koskitalo,Art,85.5,5
2312,10-01-2022,Eric Natividad,Art,19,1
2313,04-02-2022,Maurizio Moroni,Storage,213.4,3
2314,09-03-2022,Jose Pedro Roel,Labels,9.7,2
2315,21-06-2022,Steve Frick,Appliances,411.6,2
2316,28-10-2023,Valarie Franco,Binders,38.4,5
2317,24-12-2022,Dean Cassidy,Chairs,176.4,3
2318,14-03-2022,Roland Keitel,Binders,58.2,7
2319,30-01-2023,Diego Freyre,Accessories,378.3,3
2320,11-04-2023,Wendy Victorino,Appliances,180.5,4
2321,28-06-2023,Valarie Nelson,Accessories,256.5,7
2322,27-07-2023,Valarie Nelson,Binders,87.3,3
2323,26-06-2022,Kwai Yu,Binders,58.8,4
2324,01-11-2023,Marta Hernandez,Binders,78.4,5
2325,18-11-2022,Palle Ibsen,Binders,349.2,12
2326,01-11-2023,Jonas Bergulfsen,Binders,76,3
2327,23-06-2023,Marie Bertrand,Bookcases,49,1
2328,17-10-2023,Diego Freyre,Paper,9.6,2
2329,19-07-2022,Paul Henriot,Envelopes,9.8,3
2330,11-05-2023,Valarie Nelson,Furnishings,533.5,4
2331,20-03-2022,Diego Freyre,Storage,38,2
2332,19-02-2023,Daniel Da Cunha,Paper,38.8,5
2333,27-07-2022,Diego Freyre,Paper,268.8,5
2334,07-11-2023,Janine Labrune,Paper,9.6,1
2335,14-08-2023,Diego Freyre,Appliances,68.6,6
2336,10-02-2022,Eric Natividad,Envelopes,9.5,3
2337,07-05-2023,Jeff Young,Appliances,417.1,7
2338,16-09-2023,Valarie Nelson,Paper,28.5,4
2339,06-01-2022,Diego Freyre,Paper,49,4
2340,15-03-2022,Eric Natividad,Art,9.5,2
2341,07-12-2022,Maurizio Moroni,Art,38.4,7
2342,27-07-2022,Wing C Tam,Furnishings,58.8,5
2343,26-08-2023,Leslie Murphy,Accessories,106.7,3
2344,30-09-2023,Mary Saveley,Storage,115.2,3
2345,11-06-2023,Dean Cassidy,Appliances,470.4,9
2346,21-01-2023,Roland Keitel,Paper,68.6,5
2347,27-12-2022,Kalle Suominen,Scotch Tape,0,0
2348,09-09-2022,Kyung Yu,Tables,532,5
2349,14-09-2022,Valarie Nelson,Binders,9.6,6
2350,02-04-2023,Kwai Yu,Binders,66.5,2
2351,16-12-2023,Victoria Ashworth,Paper,9.5,2
2352,09-06-2022,Palle Ibsen,Appliances,77.6,3
2353,16-03-2022,Jonas Bergulfsen,Art,9.8,6
2354,23-11-2022,Maria Hernandez,Bookcases,1503.5,7
2355,27-02-2022,Diego Freyre,Binders,134.4,5
2356,06-10-2023,Paul Henriot,Accessories,38.8,1
2357,14-04-2022,Akiko Shimamura,Machines,228,3
2358,28-03-2023,Diego Freyre,Tables,1532.6,7
2359,08-10-2023,Daniel Da Cunha,Tables,1027.2,4
2360,23-01-2022,Julie King,Tables,579.5,3
2361,19-06-2022,Arnold Cruz,Paper,29.4,7
2362,02-09-2023,Paul Henriot,Paper,155.2,4
2363,24-12-2022,Valarie Nelson,Binders,9.7,5
2364,14-02-2023,Julie Young,Furnishings,123.5,2
2365,26-09-2022,Anna O'Hara,Appliances,153.6,2
2366,18-12-2022,Martine Rance,Binders,49,4
2367,23-03-2023,Diego Freyre,Chairs,114,1
2368,26-03-2022,Dominique Perrier,Paper,19.2,4
2369,29-10-2022,Martine Rance,Furnishings,508.8,6
2370,07-05-2023,Michael Frick,Scotch Tape,0,0
2371,20-12-2023,Dominique Perrier,Accessories,245,4
2372,05-10-2022,Juri Yoshido,Furnishings,58.2,8
2373,26-02-2022,Miguel Barajas,Scotch Tape,0,0
2374,07-02-2023,Marta Hernandez,Paper,19,9
2375,22-02-2023,Matti Karttunen,Chairs,245,2
2376,24-11-2023,Jonas Bergulfsen,Fasteners,9.7,3
2377,02-08-2023,Kee Kuo,Binders,77.6,4
2378,30-11-2023,Rosa Hernandez,Supplies,9.7,2
2379,30-07-2023,Georg Pipps,Paper,29.4,5
2380,02-12-2022,Daniel Da Cunha,Fasteners,9.5,2
2381,21-09-2022,Wing C Tam,Paper,48.5,2
2382,21-02-2023,Janine Labrune,Furnishings,49,7
2383,27-10-2022,Valarie Nelson,Appliances,176.4,4
2384,06-04-2022,Elizabeth Devon,Art,19.6,9
2385,26-04-2023,Jytte Petersen,Binders,182.4,4
2386,25-05-2022,Georg Pipps,Phones,203.7,4
2387,07-09-2023,Ann Brown,Copiers,465.6,2
2388,28-08-2023,Valarie Nelson,Fasteners,9.5,2
2389,18-12-2023,Diego Freyre,Binders,19.2,2
2390,26-05-2023,Maria Larsson,Paper,9.5,1
2391,22-03-2023,Jesus Fernandez,Paper,38.4,7
2392,09-04-2023,Wing C Tam,Accessories,1555.2,9
2393,31-10-2022,Eduardo Saavedra,Furnishings,107.8,4
2394,09-07-2022,Mary Saveley,Art,38.4,2
2395,24-11-2023,Valarie Thompson,Accessories,38.4,2
2396,23-04-2023,William Brown,Accessories,57,2
2397,19-10-2023,Kwai Yu,Paper,39.2,5
2398,09-04-2022,Jean Fresnisre,Labels,9.8,2
2399,26-06-2022,Catherine Dewey,Art,19.4,6
2400,28-04-2022,Elizabeth Lincoln,Storage,611.1,7
2401,11-05-2022,Juri Yoshido,Storage,57.6,5
2402,12-10-2022,Victoria Ashworth,Storage,85.5,6
2403,07-06-2023,Janine Labrune,Envelopes,29.1,5
2404,08-03-2023,Christina Berglund,Bookcases,912,7
2405,16-11-2022,Akiko Shimamura,Accessories,1075.2,9
2406,06-09-2023,Diego Freyre,Phones,126.1,7
2407,04-05-2022,Pirkko Koskitalo,Phones,78.4,10
2408,15-10-2023,Valarie Nelson,Art,19.4,5
2409,23-04-2023,Valarie Nelson,Phones,349.2,3
